Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
17109,393,Bike,3,Business,28,2,9:03:13 AM,28,2,9:03:57 AM,28,2,9:36:08 AM,28,2,9:42:52 AM,28,2,10:20:54 AM,14,18.9,,-1.3228003,36.8306435,-1.2991441,36.7528804,168,2282
13095,3255,Bike,1,Personal,28,5,10:36:09 AM,28,5,10:41:12 AM,28,5,10:57:26 AM,28,5,11:08:23 AM,28,5,11:26:11 AM,6,25.0,,-1.2662974,36.836278,-1.273854,36.8003368,795,1068
27165,718,Bike,3,Business,6,4,4:02:37 PM,6,4,4:03:13 PM,6,4,4:12:58 PM,6,4,4:15:26 PM,6,4,5:22:49 PM,19,,,-1.2551895,36.7822034,-1.3325582,36.7406697,925,4043
8863,3647,Bike,3,Business,28,3,11:58:23 AM,28,3,11:59:06 AM,28,3,12:03:18 PM,28,3,12:11:08 PM,28,3,12:23:19 PM,5,,,-1.2962618,36.7929334,-1.272639,36.794723,914,731
22724,3283,Bike,3,Business,22,5,10:06:55 AM,22,5,10:07:33 AM,22,5,10:12:05 AM,22,5,10:26:19 AM,22,5,10:41:12 AM,5,16.3,,-1.2600926,36.8088685,-1.2628473,36.781805,116,893
16855,868,Bike,3,Business,20,3,10:37:53 AM,20,3,10:47:45 AM,20,3,10:58:27 AM,20,3,11:13:46 AM,20,3,11:24:48 AM,10,20.3,,-1.228911,36.881876,-1.265715,36.823815,222,662
18871,2044,Bike,1,Personal,13,7,2:48:36 PM,13,7,2:50:08 PM,13,7,3:10:25 PM,13,7,3:18:53 PM,13,7,3:32:22 PM,6,25.9,,-1.2559556,36.7729094,-1.2517392,36.8249608,103,809
8460,3516,Bike,3,Business,3,1,9:37:54 AM,3,1,9:38:41 AM,3,1,9:45:36 AM,3,1,9:48:58 AM,3,1,10:09:40 AM,3,18.2,5.0,-1.3039706,36.7688174,-1.295908,36.791433,362,1242
13805,393,Bike,3,Business,13,4,8:56:12 AM,13,4,10:00:20 AM,13,4,10:00:31 AM,13,4,10:42:42 AM,13,4,10:42:45 AM,4,21.8,,-1.3167113,36.8301563,-1.3004062,36.829741,619,3
1364,2330,Bike,3,Business,12,1,6:12:20 PM,12,1,6:12:34 PM,12,1,6:13:57 PM,12,1,6:33:16 PM,12,1,7:01:33 PM,9,24.0,,-1.2642903,36.8002137,-1.3015197,36.7658456,45,1697
2596,3381,Bike,3,Business,19,1,9:53:50 AM,19,1,11:21:17 AM,19,1,11:40:44 AM,19,1,11:51:48 AM,19,1,12:09:19 PM,8,24.9,,-1.255956,36.772901,-1.279662,36.814902,612,1051
11283,2439,Bike,3,Business,20,3,1:56:58 PM,20,3,2:03:14 PM,20,3,2:24:43 PM,20,3,2:35:30 PM,20,3,2:53:51 PM,7,29.4,,-1.2325706,36.8083923,-1.2534301,36.8000983,245,1101
58,2154,Bike,3,Business,16,2,1:07:15 PM,16,2,1:07:36 PM,16,2,1:22:41 PM,16,2,1:32:19 PM,16,2,1:57:45 PM,11,,,-1.2156006,36.8916865,-1.2765736,36.8513646,660,1526
12087,393,Bike,3,Business,2,6,12:18:41 PM,2,6,12:18:50 PM,2,6,12:18:58 PM,2,6,12:44:11 PM,2,6,12:44:13 PM,4,27.7,,-1.3167113,36.8301563,-1.3004062,36.829741,10,2
19721,1075,Bike,3,Business,7,2,10:58:39 AM,7,2,10:59:07 AM,7,2,11:09:44 AM,7,2,11:27:00 AM,7,2,11:46:27 AM,5,,,-1.279395,36.825364,-1.2527958,36.8003131,341,1167
16961,3283,Bike,3,Business,11,2,1:00:01 PM,11,2,1:19:43 PM,11,2,1:23:30 PM,11,2,1:29:13 PM,11,2,2:33:15 PM,13,19.4,,-1.2296618,36.8438272,-1.2628473,36.781805,456,3842
14831,63,Bike,2,Personal,18,5,12:48:48 PM,18,5,12:50:19 PM,18,5,12:58:22 PM,18,5,1:13:48 PM,18,5,1:43:04 PM,11,21.3,,-1.3004846,36.7901591,-1.2477887,36.7960085,390,1756
3909,2908,Bike,3,Personal,17,5,3:27:55 PM,17,5,3:28:27 PM,17,5,3:33:54 PM,17,5,3:50:20 PM,17,5,4:13:39 PM,6,20.4,,-1.2902869,36.8085396,-1.2929747,36.7646358,241,1399
27168,1687,Bike,3,Business,30,3,1:33:16 PM,30,3,1:34:29 PM,30,3,1:38:03 PM,30,3,1:39:44 PM,30,3,2:10:23 PM,7,29.0,,-1.28164,36.816867,-1.3197323,36.8120386,85,1839
2809,402,Bike,3,Business,27,1,12:47:25 PM,27,1,12:48:04 PM,27,1,12:56:22 PM,27,1,12:57:30 PM,27,1,1:12:37 PM,3,21.0,,-1.2527958,36.8003131,-1.2551895,36.7822034,341,907
7359,14,Bike,2,Personal,14,4,8:25:48 AM,14,4,8:44:19 AM,14,4,8:50:50 AM,14,4,8:57:38 AM,14,4,9:17:35 AM,3,15.7,,-1.3154433,36.806386,-1.3070122,36.8287218,635,1197
20455,1205,Bike,3,Business,13,3,2:10:12 PM,13,3,2:14:52 PM,13,3,2:46:32 PM,13,3,2:52:59 PM,13,3,3:23:31 PM,10,27.0,,-1.2586964,36.7750085,-1.2402231,36.7652808,936,1832
2347,1578,Bike,3,Business,6,3,12:42:34 PM,6,3,12:43:17 PM,6,3,12:54:26 PM,6,3,12:59:43 PM,6,3,1:40:45 PM,12,22.5,,-1.2865597,36.8237743,-1.2859912,36.8756811,557,2462
20383,3718,Bike,3,Business,9,2,2:48:11 PM,9,2,2:48:22 PM,9,2,2:55:57 PM,9,2,3:02:57 PM,9,2,3:10:29 PM,1,22.7,,-1.2650027,36.8126242,-1.2675613,36.8133001,620,452
10266,2457,Bike,3,Business,26,5,11:44:35 AM,26,5,12:58:34 PM,26,5,1:07:10 PM,26,5,1:12:01 PM,26,5,2:02:29 PM,7,,,-1.2551895,36.7822034,-1.289498,36.818878,849,3028
2287,2854,Bike,3,Business,6,3,3:17:14 PM,6,3,3:41:34 PM,6,3,4:06:32 PM,6,3,4:10:00 PM,6,3,4:29:40 PM,7,22.0,,-1.2868868,36.8145777,-1.2963097,36.7688221,846,1180
23925,3560,Bike,3,Business,5,5,9:45:51 AM,5,5,10:19:20 AM,5,5,10:22:26 AM,5,5,10:36:29 AM,5,5,10:43:15 AM,2,24.0,,-1.2793686,36.8259233,-1.2848174,36.826163,648,406
10019,1500,Bike,3,Business,22,5,11:49:23 AM,22,5,11:52:53 AM,22,5,12:33:01 PM,22,5,12:35:19 PM,22,5,12:48:11 PM,6,,,-1.2770708,36.8231093,-1.2638185,36.7930057,154,772
22360,1245,Bike,3,Business,31,5,9:50:18 AM,31,5,9:59:10 AM,31,5,10:14:31 AM,31,5,10:33:45 AM,31,5,11:08:40 AM,23,21.9,,-1.300921,36.828195,-1.3434862,36.6895464,712,2095
17684,893,Bike,3,Business,24,3,12:01:06 PM,24,3,12:12:00 PM,24,3,12:28:39 PM,24,3,12:37:19 PM,24,3,1:01:25 PM,5,19.8,,-1.2663194,36.809901,-1.2872899,36.820434,477,1446
28207,2423,Bike,3,Business,22,5,12:36:12 PM,22,5,12:37:43 PM,22,5,12:55:53 PM,22,5,1:01:44 PM,22,5,1:15:53 PM,8,,,-1.2551895,36.7822034,-1.2967702,36.8040381,205,849
24539,567,Bike,3,Business,27,4,3:38:47 PM,27,4,3:40:00 PM,27,4,3:48:35 PM,27,4,3:59:47 PM,27,4,4:18:36 PM,6,25.1,,-1.2633494,36.7959696,-1.2963097,36.7688221,932,1129
26209,3647,Bike,3,Business,14,4,4:44:16 PM,14,4,4:46:59 PM,14,4,4:56:17 PM,14,4,5:00:24 PM,14,4,5:43:59 PM,4,26.2,,-1.272639,36.794723,-1.2886303,36.8026947,953,2615
5357,345,Bike,3,Business,6,3,10:41:23 AM,6,3,10:52:13 AM,6,3,11:13:38 AM,6,3,11:23:54 AM,6,3,12:07:47 PM,24,19.8,,-1.3632162,36.9108253,-1.2579304,36.8019667,543,2633
19006,1329,Bike,3,Business,6,4,3:21:59 PM,6,4,3:23:42 PM,6,4,3:32:00 PM,6,4,3:33:55 PM,6,4,3:53:42 PM,13,21.3,,-1.273056,36.811298,-1.2186819,36.892153,481,1187
15064,3127,Bike,3,Business,7,5,7:01:38 PM,7,5,7:11:37 PM,7,5,7:35:14 PM,7,5,7:41:05 PM,7,5,7:57:05 PM,6,17.5,,-1.3016281,36.8055215,-1.260997,36.8097857,19,960
7498,1329,Bike,3,Business,20,2,10:53:44 AM,20,2,12:52:31 PM,20,2,1:15:09 PM,20,2,1:16:22 PM,20,2,1:35:09 PM,7,19.9,,-1.273056,36.811298,-1.3006167,36.792557,268,1127
15139,1798,Bike,3,Business,29,4,1:32:13 PM,29,4,1:33:02 PM,29,4,1:40:38 PM,29,4,1:46:03 PM,29,4,2:04:55 PM,6,25.0,,-1.2615888,36.7928732,-1.2860152,36.826003,330,1132
26167,1927,Bike,3,Business,6,6,11:41:18 AM,6,6,11:41:25 AM,6,6,11:41:55 AM,6,6,12:03:42 PM,6,6,12:24:15 PM,12,24.1,,-1.290894,36.822971,-1.3463042,36.768164,74,1233
20990,435,Bike,3,Business,22,3,11:07:15 AM,22,3,11:08:12 AM,22,3,11:20:40 AM,22,3,11:28:16 AM,22,3,12:23:14 PM,12,23.3,,-1.2637139,36.7656548,-1.300921,36.828195,269,3298
26994,2454,Bike,3,Business,17,4,3:15:05 PM,17,4,3:28:10 PM,17,4,3:51:19 PM,17,4,3:54:03 PM,17,4,4:33:36 PM,10,28.0,,-1.3264333,36.71071,-1.2993231,36.7753372,831,2373
22831,3635,Bike,1,Business,12,3,3:40:03 PM,12,3,3:40:15 PM,12,3,3:57:13 PM,12,3,4:07:21 PM,12,3,4:37:02 PM,13,26.7,,-1.2095044,36.7832064,-1.2615888,36.7928732,307,1781
10138,3698,Bike,3,Business,7,5,12:20:09 PM,7,5,12:20:37 PM,7,5,12:23:34 PM,7,5,12:48:24 PM,7,5,1:14:25 PM,11,,,-1.2600932,36.8041689,-1.3108386,36.7555239,383,1561
20539,1329,Bike,3,Business,18,2,11:18:26 AM,18,2,11:34:38 AM,18,2,11:49:05 AM,18,2,11:58:59 AM,18,2,12:14:56 PM,4,,,-1.273056,36.811298,-1.2867132,36.8118433,101,957
2873,2871,Bike,1,Personal,10,5,8:58:55 AM,10,5,8:59:13 AM,10,5,9:03:25 AM,10,5,9:08:13 AM,10,5,9:22:50 AM,6,13.6,,-1.2623805,36.7805404,-1.2772389,36.7855864,45,877
12297,1460,Bike,1,Personal,4,4,7:27:17 AM,4,4,7:27:49 AM,4,4,7:49:54 AM,4,4,7:57:14 AM,4,4,8:55:03 AM,17,18.5,,-1.200059,36.7665764,-1.285709,36.8219844,101,3469
16363,3560,Bike,3,Business,2,5,12:53:24 PM,2,5,1:10:08 PM,2,5,1:41:24 PM,2,5,1:47:45 PM,2,5,2:03:35 PM,2,24.9,,-1.281754,36.8324229,-1.279395,36.825364,569,950
11662,2793,Bike,1,Personal,20,4,2:30:26 PM,20,4,2:30:39 PM,20,4,2:37:50 PM,20,4,2:41:09 PM,20,4,2:57:50 PM,6,28.1,,-1.2967108,36.7871135,-1.2866012,36.8195691,338,1001
25897,3533,Bike,3,Business,29,2,11:18:53 AM,29,2,11:19:29 AM,29,2,11:26:18 AM,29,2,11:42:23 AM,29,2,12:20:07 PM,9,23.7,,-1.2615888,36.7928732,-1.292188,36.764855,862,2264
7727,1620,Bike,3,Personal,3,3,12:32:27 PM,3,3,12:34:09 PM,3,3,1:01:37 PM,3,3,1:12:54 PM,3,3,1:36:07 PM,11,23.9,,-1.261849,36.808254,-1.227132,36.8374277,328,1393
10345,3283,Bike,3,Business,21,4,2:02:14 PM,21,4,2:03:19 PM,21,4,2:12:14 PM,21,4,2:15:58 PM,21,4,2:37:13 PM,6,30.9,,-1.272828,36.816608,-1.2628473,36.781805,498,1275
25457,2700,Bike,3,Business,27,2,1:45:22 PM,27,2,1:45:54 PM,27,2,1:56:49 PM,27,2,1:59:22 PM,27,2,2:04:14 PM,3,25.8,,-1.292943,36.808292,-1.295908,36.791433,322,292
12316,2784,Bike,3,Business,11,1,2:00:37 PM,11,1,2:09:34 PM,11,1,2:34:56 PM,11,1,2:58:26 PM,11,1,3:25:33 PM,8,28.7,,-1.277551,36.8273641,-1.2963097,36.7688221,448,1627
14534,3751,Bike,1,Personal,15,2,2:01:24 PM,15,2,2:06:05 PM,15,2,2:12:57 PM,15,2,2:18:37 PM,15,2,3:00:43 PM,7,24.3,,-1.2819541,36.7888036,-1.273043,36.826355,102,2526
13453,982,Bike,3,Business,7,4,10:45:03 AM,7,4,10:59:23 AM,7,4,11:08:03 AM,7,4,11:15:31 AM,7,4,12:18:49 PM,20,24.5,,-1.2517871,36.6795716,-1.2547659,36.8236557,887,3798
9988,3560,Bike,3,Business,7,4,10:13:00 AM,7,4,10:14:30 AM,7,4,10:27:01 AM,7,4,10:31:13 AM,7,4,10:48:14 AM,6,,,-1.2551895,36.7822034,-1.279395,36.825364,531,1021
6660,3496,Bike,3,Business,6,3,3:57:51 PM,6,3,3:58:02 PM,6,3,3:58:45 PM,6,3,4:00:15 PM,6,3,4:00:22 PM,2,22.0,,-1.2903643,36.8319433,-1.300921,36.828195,927,7
28,1840,Bike,1,Personal,13,3,4:54:06 PM,13,3,5:05:21 PM,13,3,5:08:41 PM,13,3,5:21:34 PM,13,3,5:57:16 PM,10,21.8,,-1.255956,36.772901,-1.2988168,36.8198572,908,2142
22645,2107,Bike,1,Personal,24,1,10:56:52 AM,24,1,10:57:20 AM,24,1,11:01:14 AM,24,1,11:11:12 AM,24,1,11:41:07 AM,8,22.7,,-1.2972654,36.8330766,-1.2813481,36.7930933,848,1795
9182,496,Bike,3,Business,25,1,7:30:02 AM,25,1,9:37:09 AM,25,1,9:37:20 AM,25,1,9:52:36 AM,25,1,10:08:21 AM,6,,,-1.2551895,36.7822034,-1.2864,36.8277,576,945
27958,496,Bike,3,Business,15,1,2:41:44 PM,15,1,2:41:52 PM,15,1,2:48:36 PM,15,1,2:52:24 PM,15,1,3:13:50 PM,13,,,-1.2551895,36.7822034,-1.3233955,36.8562944,96,1286
5824,3201,Bike,3,Business,5,3,3:36:55 PM,5,3,3:37:32 PM,5,3,4:01:35 PM,5,3,4:10:38 PM,5,3,4:18:20 PM,3,25.1,,-1.264272,36.7978791,-1.2551895,36.7822034,290,462
25206,2956,Bike,3,Business,13,3,12:29:28 PM,13,3,12:30:03 PM,13,3,12:35:07 PM,13,3,12:39:47 PM,13,3,12:49:13 PM,3,,,-1.2584143,36.8048002,-1.2551895,36.7822034,318,566
24856,1687,Bike,3,Business,21,3,11:56:27 AM,21,3,12:06:24 PM,21,3,12:15:31 PM,21,3,12:21:49 PM,21,3,12:27:46 PM,1,21.9,,-1.2962832,36.7849683,-1.2961952,36.7876396,31,357
2557,2132,Bike,3,Business,29,1,10:05:59 AM,29,1,10:06:13 AM,29,1,10:53:41 AM,29,1,11:09:19 AM,29,1,12:01:34 PM,27,,,-1.2384056,36.8718698,-1.3858142,36.7641498,86,3135
7149,994,Bike,1,Personal,10,5,3:31:37 PM,10,5,3:33:57 PM,10,5,4:14:43 PM,10,5,4:27:03 PM,10,5,4:52:25 PM,9,21.6,,-1.2854718,36.8712197,-1.286553,36.8273374,179,1522
22438,1926,Bike,3,Business,16,4,3:11:36 PM,16,4,3:12:12 PM,16,4,3:31:41 PM,16,4,3:51:43 PM,16,4,4:53:18 PM,13,,,-1.34364,36.8925345,-1.3050321,36.8843246,787,3695
10226,909,Bike,3,Business,27,1,3:28:46 PM,27,1,3:29:57 PM,27,1,3:47:09 PM,27,1,3:49:46 PM,27,1,4:17:16 PM,14,,,-1.225322,36.80855,-1.2413316,36.8785525,882,1650
14027,3643,Bike,1,Personal,4,6,1:12:48 PM,4,6,1:13:26 PM,4,6,1:20:35 PM,4,6,1:25:35 PM,4,6,2:02:23 PM,13,19.6,,-1.2872344,36.7773949,-1.3333892,36.6923956,65,2208
28012,1244,Bike,3,Business,6,6,3:03:27 PM,6,6,3:03:35 PM,6,6,3:03:53 PM,6,6,3:05:55 PM,6,6,3:33:26 PM,9,28.0,,-1.2600926,36.8088685,-1.303596,36.778378,613,1651
8136,3432,Bike,3,Business,10,3,3:52:03 PM,10,3,3:53:16 PM,10,3,4:21:26 PM,10,3,4:29:35 PM,10,3,4:36:38 PM,6,30.6,,-1.3139898,36.8676986,-1.3299358,36.8524971,218,423
13265,2066,Bike,3,Business,16,2,3:54:43 PM,16,2,3:55:33 PM,16,2,4:06:21 PM,16,2,4:37:30 PM,16,2,5:16:40 PM,5,25.1,,-1.316961,36.820337,-1.3007714,36.8001722,726,2350
11916,2066,Bike,3,Business,13,1,2:49:49 PM,13,1,2:50:32 PM,13,1,2:55:07 PM,13,1,2:57:23 PM,13,1,3:30:28 PM,9,,,-1.3210189,36.8410551,-1.2837549,36.8401382,233,1985
65,721,Bike,2,Personal,6,5,5:29:04 PM,6,5,5:29:20 PM,6,5,5:34:12 PM,6,5,5:40:36 PM,6,5,5:47:38 PM,2,,,-1.2874192,36.7938634,-1.2979147,36.7857814,449,422
14703,393,Bike,3,Business,31,3,9:48:23 AM,31,3,10:24:36 AM,31,3,10:33:31 AM,31,3,10:48:34 AM,31,3,11:05:33 AM,10,24.5,,-1.3177547,36.8303703,-1.2574219,36.7927073,731,1019
9186,2154,Bike,3,Business,13,4,3:13:04 PM,13,4,3:13:36 PM,13,4,3:28:55 PM,13,4,3:33:31 PM,13,4,3:57:06 PM,10,22.4,,-1.2860183,36.8975338,-1.2765736,36.8513646,817,1415
1712,1329,Bike,3,Business,14,5,4:39:33 PM,14,5,4:40:17 PM,14,5,4:47:53 PM,14,5,4:49:38 PM,14,5,4:57:36 PM,3,23.1,,-1.273056,36.811298,-1.2639556,36.7988094,925,478
736,2112,Bike,3,Business,14,5,12:05:44 PM,14,5,12:08:59 PM,14,5,12:13:08 PM,14,5,12:48:47 PM,14,5,1:07:05 PM,14,24.5,,-1.2927792,36.9053492,-1.2156006,36.8916865,408,1098
26482,2102,Bike,3,Business,29,2,4:11:05 PM,29,2,4:11:41 PM,29,2,4:26:58 PM,29,2,4:52:53 PM,29,2,5:22:06 PM,13,,,-1.2613768,36.8019418,-1.3323107,36.8692616,205,1753
13556,2523,Bike,3,Business,8,2,12:49:29 PM,8,2,1:01:20 PM,8,2,1:09:30 PM,8,2,1:20:44 PM,8,2,1:36:32 PM,5,21.5,,-1.255956,36.789867,-1.269738,36.7965023,535,948
20560,496,Bike,3,Business,10,5,11:03:43 AM,10,5,11:05:36 AM,10,5,11:12:46 AM,10,5,11:17:54 AM,10,5,11:55:11 AM,7,,,-1.2551895,36.7822034,-1.2885417,36.8100523,411,2237
26826,1287,Bike,3,Business,7,2,3:04:58 PM,7,2,3:05:33 PM,7,2,3:07:03 PM,7,2,3:13:38 PM,7,2,3:21:49 PM,3,,,-1.2581837,36.8017056,-1.2551895,36.7822034,520,491
19724,3149,Bike,3,Business,26,6,9:13:06 AM,26,6,9:13:15 AM,26,6,9:13:20 AM,26,6,10:09:53 AM,26,6,10:18:13 AM,5,20.2,,-1.3004062,36.829741,-1.3167113,36.8301563,15,500
18505,496,Bike,3,Business,26,3,11:57:01 AM,26,3,11:57:19 AM,26,3,11:59:46 AM,26,3,12:04:19 PM,26,3,1:09:42 PM,23,24.0,,-1.2551895,36.7822034,-1.374163,36.913444,937,3923
6183,3283,Bike,3,Business,28,4,10:35:10 AM,28,4,10:36:28 AM,28,4,10:57:50 AM,28,4,11:06:38 AM,28,4,11:27:17 AM,13,23.9,,-1.2296618,36.8438272,-1.2628473,36.781805,590,1239
1245,867,Bike,3,Business,11,4,8:07:22 AM,11,4,8:10:57 AM,11,4,8:39:38 AM,11,4,9:11:12 AM,11,4,9:37:43 AM,10,22.1,,-1.2996533,36.8292629,-1.2991441,36.7528804,206,1591
19859,3203,Bike,3,Business,21,4,9:33:46 AM,21,4,9:34:27 AM,21,4,9:45:08 AM,21,4,9:57:44 AM,21,4,10:11:12 AM,9,17.0,,-1.265715,36.823815,-1.228911,36.881876,427,808
24094,1715,Bike,3,Business,30,1,1:20:30 PM,30,1,1:20:51 PM,30,1,1:27:48 PM,30,1,1:34:42 PM,30,1,2:17:15 PM,7,20.4,,-1.2608993,36.799246,-1.300722,36.816865,882,2553
796,2956,Bike,3,Business,3,5,3:41:35 PM,3,5,3:44:47 PM,3,5,4:17:11 PM,3,5,4:19:39 PM,3,5,4:41:57 PM,10,25.0,,-1.2584143,36.8048002,-1.3014461,36.7661381,764,1338
1522,517,Bike,3,Business,6,4,8:44:55 AM,6,4,9:43:01 AM,6,4,10:12:33 AM,6,4,10:15:29 AM,6,4,10:54:28 AM,14,18.9,3.1,-1.3177547,36.8303703,-1.306378,36.7519845,523,2339
27575,1769,Bike,2,Personal,6,4,1:48:22 PM,6,4,1:48:48 PM,6,4,1:49:40 PM,6,4,2:08:11 PM,6,4,2:56:17 PM,12,23.5,,-1.2551895,36.7822034,-1.3223228,36.8532545,116,2886
7255,2200,Bike,3,Business,24,5,11:18:13 AM,24,5,11:18:56 AM,24,5,11:52:09 AM,24,5,12:20:01 PM,24,5,12:20:09 PM,17,21.6,,-1.290894,36.822971,-1.3124537,36.925365,819,8
13243,1244,Bike,3,Business,8,2,12:24:46 PM,8,2,12:25:04 PM,8,2,12:29:44 PM,8,2,12:44:47 PM,8,2,1:00:26 PM,8,23.5,,-1.272828,36.816608,-1.303596,36.778378,829,939
24875,3023,Bike,2,Personal,23,1,11:35:23 AM,23,1,11:35:28 AM,23,1,11:37:55 AM,23,1,11:46:19 AM,23,1,12:03:46 PM,7,18.4,,-1.3010773,36.7752554,-1.2799394,36.8192374,88,1047
24168,136,Bike,3,Business,22,5,3:54:08 PM,22,5,3:57:37 PM,22,5,4:02:03 PM,22,5,4:35:26 PM,22,5,4:35:29 PM,8,28.6,,-1.2560874,36.7931031,-1.2965045,36.7913036,539,3
22049,237,Bike,3,Business,20,1,3:40:36 PM,20,1,3:41:18 PM,20,1,3:56:00 PM,20,1,4:46:42 PM,20,1,5:22:55 PM,10,,,-1.312942,36.8152651,-1.2551895,36.7822034,80,2173
5808,1604,Bike,3,Personal,3,5,6:02:32 PM,3,5,6:04:41 PM,3,5,6:21:09 PM,3,5,6:30:08 PM,3,5,6:54:04 PM,6,22.8,,-1.2615584,36.8149506,-1.2670847,36.7858231,174,1436
23404,948,Bike,3,Business,28,2,10:12:16 AM,28,2,10:12:54 AM,28,2,10:30:11 AM,28,2,10:35:14 AM,28,2,10:45:35 AM,3,21.4,,-1.2594474,36.8089122,-1.2662846,36.7970133,829,621
20315,112,Bike,2,Personal,10,4,6:10:05 PM,10,4,6:13:54 PM,10,4,6:40:37 PM,10,4,6:44:38 PM,10,4,7:36:36 PM,13,22.3,,-1.3238699,36.8488766,-1.2827576,36.7830241,661,3118
18366,3355,Bike,3,Business,16,7,1:19:16 PM,16,7,1:20:29 PM,16,7,1:33:10 PM,16,7,1:39:56 PM,16,7,1:57:10 PM,7,24.2,,-1.2584143,36.8048002,-1.3052491,36.8223899,725,1034
24337,2701,Bike,3,Business,4,4,10:58:31 AM,4,4,11:15:19 AM,4,4,11:22:06 AM,4,4,11:45:24 AM,4,4,11:51:25 AM,7,,,-1.2765736,36.8513646,-1.3218498,36.8615286,137,361
12389,867,Bike,3,Business,8,1,11:15:44 AM,8,1,11:15:56 AM,8,1,11:16:50 AM,8,1,11:46:50 AM,8,1,12:04:19 PM,9,27.9,,-1.2638185,36.7930057,-1.2991441,36.7528804,876,1049
23708,640,Bike,3,Business,14,5,9:46:16 AM,14,5,9:46:47 AM,14,5,10:10:00 AM,14,5,10:17:14 AM,14,5,10:30:03 AM,4,17.3,,-1.304033,36.7848695,-1.2985749,36.8088,510,769
14899,633,Bike,3,Business,6,3,2:05:33 PM,6,3,2:06:44 PM,6,3,2:19:26 PM,6,3,2:28:09 PM,6,3,2:40:15 PM,5,27.5,,-1.2770708,36.8231093,-1.3004062,36.829741,785,726
20289,246,Bike,3,Business,17,4,1:48:22 PM,17,4,1:48:37 PM,17,4,1:51:07 PM,17,4,1:55:33 PM,17,4,2:07:40 PM,2,28.0,,-1.2527958,36.8003131,-1.2584143,36.8048002,194,727
4066,2212,Bike,3,Business,8,3,11:14:33 AM,8,3,11:15:14 AM,8,3,11:23:01 AM,8,3,11:27:57 AM,8,3,11:58:52 AM,11,,,-1.2571472,36.7950633,-1.3151162,36.8569981,43,1855
9019,2196,Bike,2,Personal,6,5,3:34:11 PM,6,5,3:47:32 PM,6,5,3:57:14 PM,6,5,4:06:59 PM,6,5,4:18:54 PM,5,22.6,,-1.2668071,36.8068157,-1.2913246,36.8019522,905,715
13474,3291,Bike,3,Business,4,2,12:30:41 PM,4,2,12:34:55 PM,4,2,12:35:21 PM,4,2,1:06:47 PM,4,2,1:17:49 PM,4,19.4,,-1.272828,36.816608,-1.2600926,36.8088685,598,662
27950,1500,Bike,3,Business,4,4,2:58:56 PM,4,4,2:59:12 PM,4,4,2:59:32 PM,4,4,3:05:07 PM,4,4,3:30:41 PM,9,27.3,,-1.2638185,36.7930057,-1.2991441,36.7528804,349,1534
9974,1405,Bike,3,Business,12,5,3:08:23 PM,12,5,3:14:14 PM,12,5,3:28:04 PM,12,5,3:42:53 PM,12,5,4:13:08 PM,16,26.9,,-1.2805198,36.8277612,-1.3478563,36.8935824,74,1815
18955,186,Bike,3,Business,11,5,1:51:42 PM,11,5,1:51:57 PM,11,5,2:10:28 PM,11,5,2:14:44 PM,11,5,2:36:18 PM,14,26.2,,-1.2571472,36.7950633,-1.2156006,36.8916865,512,1294
5798,2066,Bike,3,Business,13,1,11:45:29 AM,13,1,11:45:29 AM,13,1,11:47:17 AM,13,1,11:58:00 AM,13,1,12:15:39 PM,7,,,-1.3210189,36.8410551,-1.282451,36.8097806,205,1059
20771,2987,Bike,3,Business,14,2,1:05:58 PM,14,2,1:06:07 PM,14,2,1:06:11 PM,14,2,1:26:49 PM,14,2,1:46:32 PM,10,21.7,,-1.270212,36.8210877,-1.3280091,36.8524146,874,1183
20546,324,Bike,3,Personal,15,2,10:30:39 AM,15,2,10:30:59 AM,15,2,10:40:21 AM,15,2,10:41:29 AM,15,2,11:07:06 AM,15,24.5,,-1.2653676,36.7911012,-1.332942,36.714065,85,1537
5050,1146,Bike,3,Business,13,3,9:16:15 AM,13,3,9:16:33 AM,13,3,9:16:37 AM,13,3,9:37:05 AM,13,3,9:51:28 AM,7,17.1,,-1.3167113,36.8301563,-1.3083266,36.8494756,111,863
15788,2330,Bike,3,Business,30,3,2:36:10 PM,30,3,2:39:21 PM,30,3,2:57:22 PM,30,3,3:08:39 PM,30,3,3:45:10 PM,12,29.1,,-1.2326041,36.8009029,-1.2915247,36.8055757,513,2191
11905,3326,Bike,3,Business,6,4,2:00:43 PM,6,4,2:01:02 PM,6,4,2:01:27 PM,6,4,2:09:01 PM,6,4,2:18:53 PM,5,21.5,,-1.2551895,36.7822034,-1.2658315,36.809049,168,592
9012,1754,Bike,3,Business,10,4,1:03:40 PM,10,4,1:05:17 PM,10,4,1:19:58 PM,10,4,1:23:40 PM,10,4,1:55:54 PM,11,,,-1.312734,36.855414,-1.2860183,36.8975338,648,1934
