City,Colors Reported,Shape Reported,State,Time,IN-December,Time_Diff_From_WW1
Camp Lejeune,,TRIANGLE,NC,1998-11-15 22:00:00,False,30791 days 22:00:00
Ellensburg,,FIREBALL,WA,1998-11-15 23:00:00,False,30791 days 23:00:00
Austin,,TRIANGLE,TX,1998-11-16 02:30:00,False,30792 days 02:30:00
Kirksville,RED,OTHER,MO,1998-11-16 02:30:00,False,30792 days 02:30:00
Las Vegas,GREEN,,NV,1998-11-16 04:45:00,False,30792 days 04:45:00
Belgrade,,CIRCLE,MO,1998-11-16 05:00:00,False,30792 days 05:00:00
Drumright,,FIREBALL,OK,1998-11-16 05:11:00,False,30792 days 05:11:00
Austin,,FIREBALL,TX,1998-11-16 06:40:00,False,30792 days 06:40:00
Darien,,OTHER,WI,1998-11-16 18:00:00,False,30792 days 18:00:00
Baraboo,,TRIANGLE,WI,1998-11-16 21:00:00,False,30792 days 21:00:00
Pittsburgh,,OTHER,PA,1998-11-16 21:00:00,False,30792 days 21:00:00
Las Vegas,,FIREBALL,NV,1998-11-16 21:30:00,False,30792 days 21:30:00
Greeley,,TRIANGLE,CO,1998-11-16 22:11:00,False,30792 days 22:11:00
Auburn,ORANGE,LIGHT,WA,1998-11-16 22:40:00,False,30792 days 22:40:00
Austin,,,TX,1998-11-16 23:00:00,False,30792 days 23:00:00
Kansas City,ORANGE,OTHER,KS,1998-11-16 23:41:00,False,30792 days 23:41:00
Alva,,TRIANGLE,OK,1998-11-17 01:30:00,False,30793 days 01:30:00
Joshua Tree National Park,,SPHERE,CA,1998-11-17 01:30:00,False,30793 days 01:30:00
Manitowoc Rapids,,FIREBALL,WI,1998-11-17 02:00:00,False,30793 days 02:00:00
Joshua Tree National Park,,LIGHT,CA,1998-11-17 04:00:00,False,30793 days 04:00:00
South Lake Tahoe,,DISK,CA,1998-11-17 04:30:00,False,30793 days 04:30:00
Tampa,,TRIANGLE,FL,1998-11-17 04:30:00,False,30793 days 04:30:00
Sacramento,,CIRCLE,CA,1998-11-17 04:35:00,False,30793 days 04:35:00
Davenport,,TRIANGLE,IA,1998-11-17 05:00:00,False,30793 days 05:00:00
Gila Bend,,FLASH,AZ,1998-11-17 05:50:00,False,30793 days 05:50:00
Port Charlotte,,FIREBALL,FL,1998-11-17 17:35:00,False,30793 days 17:35:00
Chico,,TRIANGLE,CA,1998-11-17 18:30:00,False,30793 days 18:30:00
Los Banos,,LIGHT,CA,1998-11-17 19:00:00,False,30793 days 19:00:00
Sherwood,,TRIANGLE,AR,1998-11-17 19:25:00,False,30793 days 19:25:00
Little Rock,,CIRCLE,AR,1998-11-17 19:50:00,False,30793 days 19:50:00
Cleveland,,EGG,OH,1998-11-17 21:00:00,False,30793 days 21:00:00
Knoxville,,FORMATION,TN,1998-11-17 21:03:00,False,30793 days 21:03:00
Goodyear,YELLOW,LIGHT,AZ,1998-11-17 21:30:00,False,30793 days 21:30:00
Port Orange,,TRIANGLE,FL,1998-11-17 21:30:00,False,30793 days 21:30:00
Morristown,RED GREEN BLUE,VARIOUS,TN,1998-11-17 23:30:00,False,30793 days 23:30:00
Tavares,,OTHER,FL,1998-11-17 23:55:00,False,30793 days 23:55:00
Gainesville,,TRIANGLE,FL,1998-11-18 00:00:00,False,30794 days 00:00:00
New Kent,,TRIANGLE,VA,1998-11-18 01:40:00,False,30794 days 01:40:00
North Little Rock,,TRIANGLE,AR,1998-11-18 01:55:00,False,30794 days 01:55:00
Kodiak,,LIGHT,AK,1998-11-18 18:00:00,False,30794 days 18:00:00
Dunns Mills,,DISK,NJ,1998-11-18 21:15:00,False,30794 days 21:15:00
New York City,,CIRCLE,NY,1998-11-19 03:00:00,False,30795 days 03:00:00
Montverde,,OVAL,FL,1998-11-19 07:00:00,False,30795 days 07:00:00
Auburn,,SPHERE,CA,1998-11-19 15:45:00,False,30795 days 15:45:00
Phoenix,ORANGE,LIGHT,AZ,1998-11-19 21:00:00,False,30795 days 21:00:00
Surprise,,FORMATION,AZ,1998-11-19 21:30:00,False,30795 days 21:30:00
Phoenix,YELLOW,LIGHT,AZ,1998-11-19 22:15:00,False,30795 days 22:15:00
Brentwood,ORANGE GREEN,FIREBALL,CA,1998-11-20 01:30:00,False,30796 days 01:30:00
Spokane,,TRIANGLE,WA,1998-11-20 03:30:00,False,30796 days 03:30:00
Irvine,,OVAL,CA,1998-11-20 11:45:00,False,30796 days 11:45:00
Moline,GREEN,FIREBALL,IL,1998-11-20 19:30:00,False,30796 days 19:30:00
Aurora,,TRIANGLE,CO,1998-11-20 20:00:00,False,30796 days 20:00:00
Seattle,RED GREEN BLUE,FLASH,WA,1998-11-20 22:25:00,False,30796 days 22:25:00
Hampton,,TRIANGLE,TN,1998-11-20 22:30:00,False,30796 days 22:30:00
Harrison,,SPHERE,MI,1998-11-21 15:00:00,False,30797 days 15:00:00
Helena,,CIRCLE,AR,1998-11-21 20:45:00,False,30797 days 20:45:00
Avon,ORANGE,LIGHT,NC,1998-11-21 22:00:00,False,30797 days 22:00:00
Boise,,DISK,ID,1998-11-22 18:30:00,False,30798 days 18:30:00
West Palm Beach,,OTHER,FL,1998-11-22 19:00:00,False,30798 days 19:00:00
Cheney,,SPHERE,WA,1998-11-22 19:32:00,False,30798 days 19:32:00
Vashon Island,,OTHER,WA,1998-11-22 20:00:00,False,30798 days 20:00:00
Coon Rapids,,OVAL,MN,1998-11-23 18:05:00,False,30799 days 18:05:00
Sycamore,,TRIANGLE,IL,1998-11-23 19:00:00,False,30799 days 19:00:00
Hartford,,CIRCLE,CT,1998-11-23 20:08:00,False,30799 days 20:08:00
Battle Ground,,LIGHT,WA,1998-11-23 20:30:00,False,30799 days 20:30:00
Carbondale,,VARIOUS,IL,1998-11-23 22:30:00,False,30799 days 22:30:00
Tulsa,RED BLUE,,OK,1998-11-23 22:45:00,False,30799 days 22:45:00
Sandpoint,,LIGHT,ID,1998-11-24 01:30:00,False,30800 days 01:30:00
Alton Bay,,LIGHT,NH,1998-11-24 05:00:00,False,30800 days 05:00:00
Calhoun,,,GA,1998-11-24 05:05:00,False,30800 days 05:05:00
Valdosta,RED,CIRCLE,GA,1998-11-24 18:25:00,False,30800 days 18:25:00
Kenton,,FORMATION,OH,1998-11-24 19:15:00,False,30800 days 19:15:00
Kenton,,FORMATION,OH,1998-11-24 19:30:00,False,30800 days 19:30:00
Ashland,,TRIANGLE,OH,1998-11-24 21:00:00,False,30800 days 21:00:00
Mechanicsburg,RED,LIGHT,PA,1998-11-24 22:30:00,False,30800 days 22:30:00
Bitterroot Valley,,LIGHT,MT,1998-11-24 23:15:00,False,30800 days 23:15:00
Louisville,,SPHERE,KY,1998-11-25 17:30:00,False,30801 days 17:30:00
Copperas Cove,,TRIANGLE,TX,1998-11-25 18:55:00,False,30801 days 18:55:00
Tigard,RED,FIREBALL,OR,1998-11-25 20:05:00,False,30801 days 20:05:00
Lee's Summit,,OTHER,MO,1998-11-25 21:15:00,False,30801 days 21:15:00
Gulf Shores,,FLASH,AL,1998-11-25 21:24:00,False,30801 days 21:24:00
Springtown,,LIGHT,PA,1998-11-25 21:30:00,False,30801 days 21:30:00
Lowell,,CIRCLE,MA,1998-11-26 10:00:00,False,30802 days 10:00:00
McKinney,,CYLINDER,TX,1998-11-26 14:00:00,False,30802 days 14:00:00
Hoffman Estates,,,IL,1998-11-26 20:30:00,False,30802 days 20:30:00
Fall River,,LIGHT,KS,1998-11-26 22:00:00,False,30802 days 22:00:00
San Diego,,OVAL,CA,1998-11-26 22:30:00,False,30802 days 22:30:00
Manistee,GREEN,FIREBALL,MI,1998-11-27 05:00:00,False,30803 days 05:00:00
Charleston,,FIREBALL,WV,1998-11-27 15:35:00,False,30803 days 15:35:00
Southbury,,TRIANGLE,CT,1998-11-27 18:30:00,False,30803 days 18:30:00
Windsor,,SPHERE,CA,1998-11-27 20:15:00,False,30803 days 20:15:00
Columbia,,FIREBALL,TN,1998-11-27 20:30:00,False,30803 days 20:30:00
Springfield,GREEN,LIGHT,MO,1998-11-27 20:30:00,False,30803 days 20:30:00
Standale,,TRIANGLE,MI,1998-11-27 20:45:00,False,30803 days 20:45:00
Katy,,FIREBALL,TX,1998-11-27 21:30:00,False,30803 days 21:30:00
Salt Lake City,,TRIANGLE,UT,1998-11-28 16:30:00,False,30804 days 16:30:00
Long Beach,,TRIANGLE,CA,1998-11-28 16:45:00,False,30804 days 16:45:00
Dunkirk,,OTHER,MD,1998-11-28 17:30:00,False,30804 days 17:30:00
Barto,RED,FIREBALL,PA,1998-11-28 20:42:00,False,30804 days 20:42:00
Douglasville,,CIRCLE,GA,1998-11-28 21:00:00,False,30804 days 21:00:00
Hampstead,RED ORANGE YELLOW,FIREBALL,NC,1998-11-29 01:50:00,False,30805 days 01:50:00
Palm Desert,,FIREBALL,CA,1998-11-29 19:10:00,False,30805 days 19:10:00
West Memphis,,TRIANGLE,AR,1998-11-29 19:55:00,False,30805 days 19:55:00
Rockford,,TRIANGLE,IL,1998-11-30 01:00:00,False,30806 days 01:00:00
Huachuca City,,CIRCLE,AZ,1998-11-30 05:32:00,False,30806 days 05:32:00
Latrobe,,LIGHT,CA,1998-11-30 20:00:00,False,30806 days 20:00:00
Phoenix,,LIGHT,AZ,1998-11-30 21:45:00,False,30806 days 21:45:00
Houston,GREEN,FIREBALL,TX,1998-12-01 04:30:00,True,30807 days 04:30:00
Lehigh Acres,,FLASH,FL,1998-12-01 06:09:00,True,30807 days 06:09:00
Traverse City,,FIREBALL,MI,1998-12-01 06:30:00,True,30807 days 06:30:00
Glenhaven,,CROSS,CA,1998-12-01 07:10:00,True,30807 days 07:10:00
Culpeper,,OVAL,VA,1998-12-01 17:50:00,True,30807 days 17:50:00
Westfield,YELLOW,FIREBALL,IN,1998-12-01 18:00:00,True,30807 days 18:00:00
Fort Wayne,,OTHER,IN,1998-12-01 21:20:00,True,30807 days 21:20:00
Miami,,LIGHT,FL,1998-12-01 23:15:00,True,30807 days 23:15:00
Columbus,,DISK,OH,1998-12-02 17:00:00,True,30808 days 17:00:00
San Saba County,,FORMATION,TX,1998-12-03 18:00:00,True,30809 days 18:00:00
Albany,,OVAL,NY,1998-12-03 18:15:00,True,30809 days 18:15:00
Albany,,LIGHT,NY,1998-12-03 18:30:00,True,30809 days 18:30:00
Kirkland,,TRIANGLE,WA,1998-12-03 23:30:00,True,30809 days 23:30:00
Kirkland,,TRIANGLE,WA,1998-12-03 23:30:00,True,30809 days 23:30:00
Stanford,,LIGHT,CA,1998-12-04 22:25:00,True,30810 days 22:25:00
Atlanta,,FIREBALL,GA,1998-12-05 03:00:00,True,30811 days 03:00:00
Marina del Rey,,,CA,1998-12-05 17:02:00,True,30811 days 17:02:00
Glendale,,OTHER,AZ,1998-12-05 18:15:00,True,30811 days 18:15:00
Las Vegas,,,NV,1998-12-05 20:30:00,True,30811 days 20:30:00
Pahrump,GREEN,CIRCLE,NV,1998-12-05 21:21:00,True,30811 days 21:21:00
Columbus,,FIREBALL,TX,1998-12-06 00:30:00,True,30812 days 00:30:00
Washington C.H.,GREEN,FIREBALL,OH,1998-12-06 07:30:00,True,30812 days 07:30:00
Rome,RED BLUE,FIREBALL,GA,1998-12-06 08:30:00,True,30812 days 08:30:00
Las Vegas,,TRIANGLE,NV,1998-12-06 18:25:00,True,30812 days 18:25:00
Phoenix,,CYLINDER,AZ,1998-12-06 18:45:00,True,30812 days 18:45:00
Santa Rosa,RED,LIGHT,CA,1998-12-06 19:40:00,True,30812 days 19:40:00
Culpeper County,,CIRCLE,VA,1998-12-06 20:30:00,True,30812 days 20:30:00
Philipsburg,GREEN,DISK,PA,1998-12-06 21:30:00,True,30812 days 21:30:00
Orange,ORANGE GREEN,FIREBALL,CA,1998-12-06 23:58:00,True,30812 days 23:58:00
Plano,GREEN,CIRCLE,TX,1998-12-07 00:00:00,True,30813 days 00:00:00
Medina,,FIREBALL,OH,1998-12-07 04:30:00,True,30813 days 04:30:00
Soddy Daisy,,SPHERE,TN,1998-12-07 10:00:00,True,30813 days 10:00:00
Anchorage,,LIGHT,AK,1998-12-07 18:00:00,True,30813 days 18:00:00
Soddy Daisy,,SPHERE,TN,1998-12-07 22:15:00,True,30813 days 22:15:00
Fort Smith,,TRIANGLE,AR,1998-12-08 06:30:00,True,30814 days 06:30:00
De Leon,,LIGHT,TX,1998-12-08 18:30:00,True,30814 days 18:30:00
Vilonia,,CIRCLE,AR,1998-12-08 20:00:00,True,30814 days 20:00:00
Lake Fork,ORANGE,LIGHT,TX,1998-12-08 20:05:00,True,30814 days 20:05:00
Belton,ORANGE,FIREBALL,MO,1998-12-08 23:02:00,True,30814 days 23:02:00
Kalamazoo,,LIGHT,MI,1998-12-09 00:00:00,True,30815 days 00:00:00
Alamosa,,OVAL,CO,1998-12-09 01:30:00,True,30815 days 01:30:00
Jerseyville,,LIGHT,IL,1998-12-09 06:25:00,True,30815 days 06:25:00
Eureka,,TEARDROP,CA,1998-12-09 07:15:00,True,30815 days 07:15:00
Phoenix,,CIRCLE,AZ,1998-12-09 08:05:00,True,30815 days 08:05:00
Chagrin Falls,,LIGHT,OH,1998-12-09 20:43:00,True,30815 days 20:43:00
I-81,,TRIANGLE,TN,1998-12-10 01:00:00,True,30816 days 01:00:00
Camp Pendelton,,SPHERE,CA,1998-12-10 01:15:00,True,30816 days 01:15:00
Fort Mill,ORANGE,DISK,NC,1998-12-10 03:05:00,True,30816 days 03:05:00
Manchester,,FIREBALL,NY,1998-12-10 03:19:00,True,30816 days 03:19:00
Lincolnshire,,FIREBALL,IL,1998-12-10 04:55:00,True,30816 days 04:55:00
Santa Rosa,,LIGHT,CA,1998-12-10 18:27:00,True,30816 days 18:27:00
Hesston,RED,TRIANGLE,KS,1998-12-10 19:50:00,True,30816 days 19:50:00
Plymouth,,DIAMOND,MA,1998-12-10 21:11:00,True,30816 days 21:11:00
Colorado Springs,,DISK,CO,1998-12-11 16:45:00,True,30817 days 16:45:00
Culver City,,LIGHT,CA,1998-12-11 19:00:00,True,30817 days 19:00:00
Pensacola,RED,FIREBALL,FL,1998-12-11 19:50:00,True,30817 days 19:50:00
New Boston,RED BLUE,LIGHT,NH,1998-12-11 22:30:00,True,30817 days 22:30:00
Bangor,,LIGHT,ME,1998-12-12 02:30:00,True,30818 days 02:30:00
Atlanta,,FIREBALL,TX,1998-12-12 18:45:00,True,30818 days 18:45:00
Bradenton,,LIGHT,FL,1998-12-12 23:30:00,True,30818 days 23:30:00
Lafayette,,OTHER,CO,1998-12-13 02:00:00,True,30819 days 02:00:00
Clayton,GREEN BLUE,OVAL,MO,1998-12-13 05:00:00,True,30819 days 05:00:00
St. Peters,,LIGHT,MO,1998-12-13 06:45:00,True,30819 days 06:45:00
Fall River,GREEN,LIGHT,MA,1998-12-13 12:30:00,True,30819 days 12:30:00
Denver,,FORMATION,CO,1998-12-13 14:00:00,True,30819 days 14:00:00
Hauser,,LIGHT,OR,1998-12-13 19:00:00,True,30819 days 19:00:00
Massachusetts,BLUE,FIREBALL,MA,1998-12-13 20:00:00,True,30819 days 20:00:00
Fort Smith,,LIGHT,AR,1998-12-13 20:45:00,True,30819 days 20:45:00
Baton Rouge,BLUE,LIGHT,LA,1998-12-13 23:00:00,True,30819 days 23:00:00
Indianapolis,GREEN,FIREBALL,IN,1998-12-13 23:10:00,True,30819 days 23:10:00
Leavenworth,BLUE,FIREBALL,KS,1998-12-13 23:10:00,True,30819 days 23:10:00
Sikeston,,SPHERE,MO,1998-12-13 23:20:00,True,30819 days 23:20:00
Sikeston,,SPHERE,MO,1998-12-13 23:20:00,True,30819 days 23:20:00
Cottontown,,OTHER,TN,1998-12-13 23:25:00,True,30819 days 23:25:00
Wharton,,LIGHT,TX,1998-12-14 00:00:00,True,30820 days 00:00:00
Mukilteo,,FORMATION,WA,1998-12-14 00:50:00,True,30820 days 00:50:00
Spokane,GREEN,FIREBALL,WA,1998-12-14 04:00:00,True,30820 days 04:00:00
Redding,,FIREBALL,CA,1998-12-14 04:10:00,True,30820 days 04:10:00
Bloomington,,FORMATION,IL,1998-12-14 05:50:00,True,30820 days 05:50:00
Redmond,RED,DISK,WA,1998-12-14 15:25:00,True,30820 days 15:25:00
St. Charles,GREEN,FIREBALL,MO,1998-12-14 20:15:00,True,30820 days 20:15:00
Littleton,,DISK,MA,1998-12-14 21:05:00,True,30820 days 21:05:00
Waterford,,RECTANGLE,WI,1998-12-15 00:00:00,True,30821 days 00:00:00
Baltimore,,DISK,MD,1998-12-15 00:30:00,True,30821 days 00:30:00
Petaluma,,CIRCLE,CA,1998-12-15 03:30:00,True,30821 days 03:30:00
Atlanta,,EGG,GA,1998-12-15 07:10:00,True,30821 days 07:10:00
Atlanta,,SPHERE,GA,1998-12-15 09:07:00,True,30821 days 09:07:00
Arab,ORANGE,SPHERE,AL,1998-12-15 09:25:00,True,30821 days 09:25:00
Rocky Point,,SPHERE,NC,1998-12-15 10:00:00,True,30821 days 10:00:00
Cincinnati,,EGG,OH,1998-12-15 15:15:00,True,30821 days 15:15:00
Carmel,,FIREBALL,IN,1998-12-15 17:00:00,True,30821 days 17:00:00
Saratoga Springs,,SPHERE,NY,1998-12-15 17:00:00,True,30821 days 17:00:00
Oroville,,LIGHT,CA,1998-12-15 17:10:00,True,30821 days 17:10:00
Saratoga Lake,,VARIOUS,NY,1998-12-15 17:40:00,True,30821 days 17:40:00
Easton,RED,CIGAR,PA,1998-12-15 19:30:00,True,30821 days 19:30:00
Fairbanks,,FORMATION,AK,1998-12-15 20:00:00,True,30821 days 20:00:00
Bethlehem,,TRIANGLE,PA,1998-12-15 21:00:00,True,30821 days 21:00:00
Albuquerque,,CROSS,NM,1998-12-15 22:00:00,True,30821 days 22:00:00
Middletown,,CIRCLE,OH,1998-12-15 22:00:00,True,30821 days 22:00:00
Millington,,CIRCLE,TN,1998-12-15 22:00:00,True,30821 days 22:00:00
Hinton,,LIGHT,WV,1998-12-15 22:30:00,True,30821 days 22:30:00
Grand Prairie,,DISK,TX,1998-12-15 23:00:00,True,30821 days 23:00:00
Fort Myers,,LIGHT,FL,1998-12-15 23:30:00,True,30821 days 23:30:00
Orlando,RED,,FL,1998-12-15 23:30:00,True,30821 days 23:30:00
Lubbock,,CHEVRON,TX,1998-12-16 19:40:00,True,30822 days 19:40:00
Conroe,,LIGHT,TX,1998-12-16 20:53:00,True,30822 days 20:53:00
Demotte,,TEARDROP,IN,1998-12-16 21:38:00,True,30822 days 21:38:00
Bakersfield,,FIREBALL,CA,1998-12-16 23:18:00,True,30822 days 23:18:00
Long Key,,FIREBALL,FL,1998-12-16 23:30:00,True,30822 days 23:30:00
Plantation Key,,,FL,1998-12-16 23:33:00,True,30822 days 23:33:00
Port Charlotte,,DISK,FL,1998-12-16 23:33:00,True,30822 days 23:33:00
La Habra,,FIREBALL,CA,1998-12-17 02:15:00,True,30823 days 02:15:00
Decatur,,VARIOUS,AL,1998-12-17 07:10:00,True,30823 days 07:10:00
Escondido,,OVAL,CA,1998-12-17 09:00:00,True,30823 days 09:00:00
Bossier City,BLUE,CIRCLE,LA,1998-12-17 14:12:00,True,30823 days 14:12:00
West Plains,ORANGE,,MO,1998-12-17 19:00:00,True,30823 days 19:00:00
Severn,GREEN,FIREBALL,MD,1998-12-17 20:38:00,True,30823 days 20:38:00
Seattle,,LIGHT,WA,1998-12-17 22:00:00,True,30823 days 22:00:00
Ironton,,,OH,1998-12-18 00:25:00,True,30824 days 00:25:00
Port Angeles,RED,DIAMOND,WA,1998-12-18 06:30:00,True,30824 days 06:30:00
Utica,,LIGHT,NY,1998-12-18 19:27:00,True,30824 days 19:27:00
Mechanicsburg,,,PA,1998-12-18 21:00:00,True,30824 days 21:00:00
Boca Grande,,DISK,FL,1998-12-18 22:00:00,True,30824 days 22:00:00
West Richland,,,WA,1998-12-18 22:00:00,True,30824 days 22:00:00
Magnolia,,LIGHT,TX,1998-12-19 00:57:00,True,30825 days 00:57:00
Kansas,,LIGHT,KS,1998-12-19 03:30:00,True,30825 days 03:30:00
Phoenix,GREEN,FIREBALL,AZ,1998-12-19 03:57:00,True,30825 days 03:57:00
Fleetwood,RED,LIGHT,PA,1998-12-19 18:20:00,True,30825 days 18:20:00
Riddle,,LIGHT,OR,1998-12-19 20:00:00,True,30825 days 20:00:00
Quartsite,,OVAL,AZ,1998-12-19 21:00:00,True,30825 days 21:00:00
Kansas,,,KS,1998-12-20 02:30:00,True,30826 days 02:30:00
Charleston,,SPHERE,SC,1998-12-20 19:30:00,True,30826 days 19:30:00
West Palm Beach,,TRIANGLE,FL,1998-12-20 20:30:00,True,30826 days 20:30:00
Myrtle Beach,,DISK,SC,1998-12-21 02:10:00,True,30827 days 02:10:00
Mansfield,,SPHERE,OH,1998-12-21 06:30:00,True,30827 days 06:30:00
Rupert,,DISK,ID,1998-12-21 18:30:00,True,30827 days 18:30:00
Denver,,OVAL,CO,1998-12-22 07:25:00,True,30828 days 07:25:00
East Bethel,,,MN,1998-12-22 12:00:00,True,30828 days 12:00:00
Phoenix,,SPHERE,AZ,1998-12-22 18:30:00,True,30828 days 18:30:00
Indianapolis,GREEN,CIRCLE,IN,1998-12-22 20:05:00,True,30828 days 20:05:00
Rome,,VARIOUS,GA,1998-12-22 21:00:00,True,30828 days 21:00:00
Missouri City,,FORMATION,TX,1998-12-22 23:30:00,True,30828 days 23:30:00
Grand Canyon,,OTHER,AZ,1998-12-23 17:20:00,True,30829 days 17:20:00
Miami,RED,CIRCLE,FL,1998-12-23 22:00:00,True,30829 days 22:00:00
Manitowoc,,CHEVRON,WI,1998-12-23 22:35:00,True,30829 days 22:35:00
Bartlett,RED,CIGAR,IL,1998-12-24 06:24:00,True,30830 days 06:24:00
Fairfax,,,VA,1998-12-24 19:00:00,True,30830 days 19:00:00
Hathaway,,CYLINDER,LA,1998-12-24 21:00:00,True,30830 days 21:00:00
Kansas City,,CHEVRON,MO,1998-12-25 13:30:00,True,30831 days 13:30:00
Fountain Hills,,SPHERE,AZ,1998-12-25 14:00:00,True,30831 days 14:00:00
Salt Lake City,,CIRCLE,UT,1998-12-25 19:04:00,True,30831 days 19:04:00
Jamestown,RED,LIGHT,PA,1998-12-25 22:50:00,True,30831 days 22:50:00
Eagle River,,OVAL,AK,1998-12-26 12:30:00,True,30832 days 12:30:00
Modesto,,RECTANGLE,CA,1998-12-26 23:00:00,True,30832 days 23:00:00
Stratham,BLUE,RECTANGLE,NH,1998-12-27 01:00:00,True,30833 days 01:00:00
Struthers,,SPHERE,OH,1998-12-27 10:30:00,True,30833 days 10:30:00
Hodgkins,,LIGHT,IL,1998-12-27 22:30:00,True,30833 days 22:30:00
Weatherford,,LIGHT,TX,1998-12-28 05:45:00,True,30834 days 05:45:00
Winter Park,GREEN,FIREBALL,FL,1998-12-28 19:45:00,True,30834 days 19:45:00
Hilton Head,,LIGHT,SC,1998-12-28 21:30:00,True,30834 days 21:30:00
Kure Beach,,CONE,NC,1998-12-28 22:35:00,True,30834 days 22:35:00
Silver Springs,ORANGE,SPHERE,NY,1998-12-28 23:50:00,True,30834 days 23:50:00
Primm,YELLOW,LIGHT,NV,1998-12-29 00:16:00,True,30835 days 00:16:00
Cape May Court House,,SPHERE,NJ,1998-12-30 02:00:00,True,30836 days 02:00:00
Spokane,,FIREBALL,WA,1998-12-30 17:58:00,True,30836 days 17:58:00
Cherry Hill,,LIGHT,NJ,1998-12-31 19:30:00,True,30837 days 19:30:00
Las Vegas,,DISK,NV,1998-12-31 21:31:00,True,30837 days 21:31:00
Jonesboro,,VARIOUS,LA,1998-12-31 23:00:00,True,30837 days 23:00:00
Burnt Hills,ORANGE,LIGHT,NY,1998-12-31 23:30:00,True,30837 days 23:30:00
Appleton,,TEARDROP,WI,1998-12-31 23:59:00,True,30837 days 23:59:00
Loma Rica,,LIGHT,CA,1999-01-01 02:30:00,False,30838 days 02:30:00
Bauxite,,,AR,1999-01-01 03:00:00,False,30838 days 03:00:00
Florence,,CYLINDER,SC,1999-01-01 14:00:00,False,30838 days 14:00:00
Lake Henshaw,,CIGAR,CA,1999-01-01 15:00:00,False,30838 days 15:00:00
Wilmington Island,,LIGHT,GA,1999-01-01 17:15:00,False,30838 days 17:15:00
DeWitt,,LIGHT,AR,1999-01-01 18:00:00,False,30838 days 18:00:00
Bainbridge Island,,,WA,1999-01-01 19:12:00,False,30838 days 19:12:00
Camano Island,,FIREBALL,WA,1999-01-01 19:30:00,False,30838 days 19:30:00
Cheaha Mountain,,TRIANGLE,AL,1999-01-01 21:00:00,False,30838 days 21:00:00
Coyoty Canyon,,DISK,NM,1999-01-01 21:00:00,False,30838 days 21:00:00
Rancho Cordova,,,CA,1999-01-01 23:59:00,False,30838 days 23:59:00
Seattle,GREEN,LIGHT,WA,1999-01-02 17:42:00,False,30839 days 17:42:00
Vancouver,GREEN,FIREBALL,WA,1999-01-02 18:30:00,False,30839 days 18:30:00
Spirit Lake,RED GREEN,LIGHT,ID,1999-01-02 20:00:00,False,30839 days 20:00:00
Jacksonville,RED BLUE,OTHER,FL,1999-01-02 20:30:00,False,30839 days 20:30:00
Marysville,RED GREEN,SPHERE,CA,1999-01-02 22:12:00,False,30839 days 22:12:00
Bellevue,,LIGHT,WA,1999-01-03 08:45:00,False,30840 days 08:45:00
Blithe,,OTHER,CA,1999-01-03 16:31:00,False,30840 days 16:31:00
Brigham City,,,UT,1999-01-03 17:00:00,False,30840 days 17:00:00
Longview,,CIRCLE,TX,1999-01-04 20:00:00,False,30841 days 20:00:00
Redding,RED GREEN,TRIANGLE,CA,1999-01-04 20:24:00,False,30841 days 20:24:00
Stillwater,,VARIOUS,NY,1999-01-04 21:50:00,False,30841 days 21:50:00
Portland,,OVAL,OR,1999-01-05 02:00:00,False,30842 days 02:00:00
Seattle,GREEN,FIREBALL,WA,1999-01-05 05:31:00,False,30842 days 05:31:00
Seattle,,TEARDROP,WA,1999-01-05 05:36:00,False,30842 days 05:36:00
Bremerton,,CIRCLE,WA,1999-01-05 05:38:00,False,30842 days 05:38:00
Estes Park,,CIRCLE,CO,1999-01-05 14:00:00,False,30842 days 14:00:00
Alamogordo,,DISK,NM,1999-01-05 20:00:00,False,30842 days 20:00:00
Lakeside,,FLASH,CA,1999-01-06 21:30:00,False,30843 days 21:30:00
Dallas,,FIREBALL,TX,1999-01-06 21:50:00,False,30843 days 21:50:00
North Dallas,,CIRCLE,TX,1999-01-06 22:00:00,False,30843 days 22:00:00
Charlotte,,TRIANGLE,NC,1999-01-07 14:10:00,False,30844 days 14:10:00
Chatsworth,GREEN,LIGHT,CA,1999-01-07 18:20:00,False,30844 days 18:20:00
Williamsport,,OTHER,PA,1999-01-07 20:45:00,False,30844 days 20:45:00
Tallahassee,,DIAMOND,FL,1999-01-07 23:00:00,False,30844 days 23:00:00
Tallahassee,RED,DIAMOND,FL,1999-01-07 23:00:00,False,30844 days 23:00:00
Portland,ORANGE,SPHERE,OR,1999-01-08 18:00:00,False,30845 days 18:00:00
Corvallis,,,OR,1999-01-08 19:00:00,False,30845 days 19:00:00
Paradiseand,,DIAMOND,CA,1999-01-08 19:25:00,False,30845 days 19:25:00
Chico,,,CA,1999-01-08 19:30:00,False,30845 days 19:30:00
Redding,,,CA,1999-01-08 19:30:00,False,30845 days 19:30:00
Madera,,,CA,1999-01-08 20:30:00,False,30845 days 20:30:00
Copper Center,,FLASH,AK,1999-01-08 22:45:00,False,30845 days 22:45:00
Palmer,,FLASH,AK,1999-01-08 22:45:00,False,30845 days 22:45:00
Wasilla,,FLASH,AK,1999-01-08 22:45:00,False,30845 days 22:45:00
Carmel,,LIGHT,LA,1999-01-08 23:30:00,False,30845 days 23:30:00
Spring Branch,GREEN,FIREBALL,TX,1999-01-09 01:30:00,False,30846 days 01:30:00
